～たばかり,,,
～ようになる,,,
～ことになる,,,
～ことにする,,,
～とても～ない,,,
～らしい,,,
～て初めて,,,
～ないで,,,
～ばいいのに,,,
～なかなか～ない,,,
～しか～ない,,,
～わけです,,,
～によって,,,
～にあたる,,,
～のような,,,
～ば～ほど,,,
以外の,,,
～というわけではない,,,
N+ばかり,,,
なるべく,,,
別に～ない,,,
たしか,,,
～は～で有名,,,
N+を始め,,,
的,,,
何といっても,,,
～は～くらいです,,,
やっぱり,,,
～さえ～ば,,,
～と言っても～,,,
ほど,,,
～は～に限る,,,
まま,,,
～に気をつける,,,
わざわざ,,,
～としたら,,,
～たものだ,,,
～たて,,,
ろくに～ない,,,
せいか,,,
～ぐらい,,,
～に越したことはない,,,
～かえって,,,
～には～の～がある,,,
くせに,,,
～っぽい,,,
～に関する,,,
ゆえに,,,
および,,,
まさか,,,
まんいち（万一）,,,
まい,,,
きり,,,
あえて,,,
いったい（一体）,,,
がてら,,,
かけては,,,
ふり,,,
どうやら,,,
かねない,,,
いよいよ,,,
おかげで,,,
さらに（更に）,,,
～からなる(成る),,,
すでに（既に）,,,
つい,,,
むしろ,,,
さえ,,,
いつのまにか,,,
～になれる,,,
～に違いない,,,
～ないで済む,,,
なかなか,,,
せっかく,,,
～わけにはいかない,,,
～ないわけにはいかない,,,
～た上で,,,
～ために,,,
～ような気がする,,,
～ず,,,
～によると,,,
～代わり,,,
いったんーば,,,
～でいいです,,,
やむをえず,,,
～ではないだろうか,,,
ようにする,,,
～始める,,,
～ても,,,
ろくに,,,
～として,,,
～より仕方がない,,,
せめて,,,
ように,,,
こそ,,,
～ものですから,,,
～ないうちに,,,
～が気になる,,,
どうしても,,,
思うように,,,
～がち,,,
よっぽど,,,
さすがに,,,
ものの,,,
一方では,,,
せいぜい,,,
それにしても,,,
限る,,,
～とともに～,,,
～を～にまかせる,,,
～たび～,,,
いたるまで（至るまで）,,,
かねる,,,
さしつかえない,,,
すぎない（過ぎない）,,,
たちまち,,,
つうじて（通じて）,,,
なにしろ（何しろ）,,,
おいて（於いて）,,,
かたわら（傍ら）,,,
～げ,,,
ごとし（如し）,,,
たまらない,,,
つもりで,,,
とうてい,,,
のぼる,,,
～し,,,
そうです,,,
てみる,,,
なら,,,
(period)に(frequency),,,
～がほしい,,,
～たがる,,,
～かもしれない,,,
～たらどうですか,,,
Number+も,,,
しか～ない,,,
～ておく,,,
～よう,,,
～おう,,,
～てあげる,,,
～てくれる,,,
～てもらう,,,
～ていただけませんか,,,
～といいです,,,
～てすみません,,,
～そうです,,,
～させる,,,
～なさい,,,
～ば/～れば,,,
～ても,,,
～たら,,,
～なくてもいい,,,
～みたい,,,
～てしまう,,,
Dictionary form+と,,,
～ながら,,,
～ばよかった,,,
～てくれてありがとう,,,
～てよかった,,,
～はずです,,,
～ないで,,,
～かどうか,,,
～という～,,,
～やすい,,,
～にくい,,,
～られる,,,
～てある,,,
"～ているあいだに,～",,,
～く/ ～にする,,,
～のようてほしい,,,
のに,,,
～のような,,,
～のように,,,
～させられる,,,
～ことにする,,,
です,,,
も,,,
で,,,
に/へ,,,
に,,,
を,,,
～ませんか,,,
は,,,
～があります,,,
～がいます,,,
と,,,
～ましょう,,,
～ましょうか,,,
～てください,,,
～てもいいです,,,
